id,name,address,year,agency,amount
8681,"City Harvest, Inc.","255 Bainbridge Street Brooklyn, NY 11233",2012,DYCD,6143.0
8682,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,50000.0
8683,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,5000.0
8684,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,5000.0
8685,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,5000.0
8686,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,3500.0
8687,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,5000.0
8688,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,5000.0
8689,"City Harvest, Inc.","257 Macon Street Brooklyn, NY 11216",2012,DYCD,6790.0
8690,"City Harvest, Inc.","Brooklyn, NY",2012,DYCD,5820.0
8691,"City Harvest, Inc.","Brooklyn, NY",2012,DYCD,5820.0
8692,"City Harvest, Inc.","153 Johnson Avenue, #A Brooklyn, NY 11206",2012,DYCD,18430.0
8693,"City Harvest, Inc.","601 West 114th Street New York, NY 10025",2012,DYCD,5820.0
8694,"City Harvest, Inc.","469 West 142nd Street New York, NY",2012,DYCD,5820.0
8695,"City Harvest, Inc.","8 East 109th Street New York, NY 10029",2012,DYCD,8083.0
8696,"City Harvest, Inc.","143-22 109th Avenue Jamaica, NY 11435",2012,DYCD,4850.0
8697,"City Harvest, Inc.","102-16 89th Avenue Richmond Hill, NY 11418",2012,DYCD,4850.0
8698,"City Harvest, Inc.","2059 Nameoke Avenue Far Rockaway, NY 11691",2012,DYCD,4850.0
8699,"City Harvest, Inc.","37-22 Union Street Flushing, NY 11354",2012,DYCD,5000.0
8700,"City Harvest, Inc.","109-20 34th Avenue Corona, NY 11368",2012,DYCD,4850.0
8701,"City Harvest, Inc.","119-45 Union Turnpike Forest Hills, NY 11375",2012,DYCD,4850.0
8702,"City Harvest, Inc.","196-02 119th Avenue St. Albans, NY 11412",2012,DYCD,4850.0
8703,"City Harvest, Inc.","984 Post Avenue Staten Island, NY 10302",2012,DYCD,4850.0
8704,"City Harvest, Inc.","10 Austin Place Staten Island, NY 10304",2012,DYCD,4850.0
8705,"City Harvest, Inc.",,2012,DYCD,5211.0
8706,"City Harvest, Inc.","575 8th Ave New York, NY 10018",2013,DYCD,5000.0
8707,"City Harvest, Inc.","575 8th Ave New York, NY 10018",2013,DYCD,5000.0
8708,"City Harvest, Inc.","575 8th Ave New York, NY 10018",2013,DYCD,3000.0
8709,"City Harvest, Inc.","575 8th Ave New York, NY 10018",2013,DYCD,10000.0
8710,"City Harvest, Inc.","575 8th Ave New York, NY 10018",2013,DYCD,5000.0
8711,"City Harvest, Inc.","575 8th Ave New York, NY 10018",2013,DYCD,5000.0
8712,"City Harvest, Inc.","575 8th Ave New York, NY 10018 ",2013,DYCD,5000.0
8713,"City Harvest, Inc.","575 8th Ave New York, NY 10018",2013,DYCD,5000.0
8714,Trinity Human Services Corporation,"153-A Johnson Avenue Brooklyn, NY 11206",2011,DYCD,35000.0
8715,Trinity Human Services Corporation,"153-A Johnson Avenue Brooklyn, NY 11206",2011,DYCD,9000.0
8716,Trinity Human Services Corporation,"153-A Johnson Avenue Brooklyn, NY 11206",2012,DYCD,35000.0
8717,Trinity Human Services Corporation,"153-A Johnson Avenue Brooklyn, NY 11206",2013,DYCD,20000.0
8718,"CALBC Housing Development Fund Co., Inc. (d/b/a - Calvary Baptist Church Senior Housing)","160-60 Claude Avenue Jamaica, NY 11433",2011,DFTA,16500.0
8719,"CALBC Housing Development Fund Co., Inc. (d/b/a - Calvary Baptist Church Senior Housing)","160-60 CLAUDE AVENUE JAMAICA, NY 11433",2012,DFTA,10000.0
8720,"CALBC Housing Development Fund Co., Inc. (d/b/a - Calvary Baptist Church Senior Housing)","160-60 Claude Avenue Jamaica, NY 11433-3832",2013,DFTA,5000.0
8721,One Stop Senior Services,"747 Amsterdam Avenue, 3rd Floor New York, NY 10025",2011,DFTA,5000.0
8722,One Stop Senior Services,"747 Amsterdam Avenue, 3rd Floor New York, NY 10025",2011,DFTA,6000.0
8723,One Stop Senior Services,"747 Amsterdam Avenue, 3rd Floor New York, NY 10025",2011,DFTA,7000.0
8724,One Stop Senior Services,"747 Amsterdam Avenue New York, NY 10025",2012,DFTA,5000.0
8725,One Stop Senior Services,"747 Amsterdam Avenue New York, NY 10025",2012,DFTA,3500.0
8726,One Stop Senior Services,"747 Amsterdam Avenue New York, NY 10025",2012,DFTA,7000.0
8727,One Stop Senior Services,"747 Amsterdam Avenue New York, NY 10025",2012,DFTA,5750.0
8728,One Stop Senior Services,"747 Amsterdam Avenue New York, NY 10025-7540",2013,DFTA,7000.0
8729,One Stop Senior Services,"747 Amsterdam Avenue New York, NY 10025-7540",2013,DFTA,8000.0
8730,One Stop Senior Services,"747 Amsterdam Avenue New York, NY 10025-7540",2013,DFTA,5000.0
8731,Richard Allen Center For Culture & Art,"50 Manhattan Ave Suite 5A New York, NY 10025-4736",2013,DCLA,3500.0
8732,Friends of Abandoned Cemeteries Inc.,"158 Myrtle Avenue Staten Island, NY 10310",2013,DYCD,5000.0
8733,Friends Of Abandoned Cemeteries Inc.,"158 Myrtle Avenue Staten Island, NY 10310",2013,DYCD,1000.0
8734,Friends Of Abandoned Cemeteries Inc.,"158 Myrtle Avenue Staten Island, NY 10310",2013,DYCD,5000.0
8735,"Nazareth Housing, Inc.","519 East 11th Street New York, NY 10009",2011,DYCD,3500.0
8736,"Nazareth Housing, Inc.","519 East 11th Street New York, NY 10009-4689",2013,DYCD,4000.0
8737,City Harvest Inc,"575 8th Ave New York, NY 10018",2013,DYCD,50000.0
8738,"Irondale Productions, Inc.","85 South Oxford Street Brooklyn, NY 11217",2011,DCA,5000.0
8739,"Irondale Productions, Inc.","85 South Oxford Street Brooklyn, NY 11217",2011,DCA,6875.0
8740,"Irondale Productions, Inc.","85 South Oxford Street Brooklyn, NY 11217-1607",2012,DCA,3000.0
8741,"Irondale Productions, Inc.","85 South Oxford Street Brooklyn, NY 11217",2013,DCLA,3500.0
8742,Food Bank for New York City,,2012,HRA,500000.0
8743,Food Bank for New York City,,2012,HRA,150000.0
8744,"Food Bank for New York City, The","355 Food Center Drive Bronx, NY 10474",2010,DSS,500000.0
8745,"Food Bank for New York City, The","Hunts Pt. Coop Mark, 355 Food Center Drive Bronx, NY 10474",2011,DYCD,2187.0
8746,"Food Bank for New York City, The","Hunts Point Cooperative Market, 355 Food Center Dr Bronx, NY 10474",2011,DYCD,3500.0
8747,"Food Bank for New York City, The","355 Food Center Drive Bronx, NY 10474",2011,DYCD,3500.0
8748,"Food Bank for New York City, The","The Hunts Point Cooperative, 355 Food Center Drive Bronx, NY 10474",2011,DYCD,4500.0
8749,"Food Bank for New York City, The","39 Broadway, 10th Floor New York, NY 10006",2011,DYCD,5000.0
8750,"Food Bank for New York City, The","Hunts Point Cooperative Market 355 Food Center Drive Bronx, NY 10474",2011,DYCD,5000.0
8751,"Food Bank for New York City, The","355 Food Center Drive New York, NY 10474",2011,DYCD,10000.0
8752,"Food Bank for New York City, The","355 Food Center Drive Bronx, NY 10474",2011,DSS,150000.0
8753,"Food Bank for New York City, The","355 Food Center Drive Bronx, NY 10474",2011,DSS,500000.0
8754,"Food Bank for New York City, The","355 Food Center Drive Bronx, NY 10474",2011,DSS,100000.0
8755,"Food Bank for New York City, The","355 Food Center Drive Bronx, NY 10474",2011,DSS,800000.0
8756,"Food Bank for New York City, The","Hunts Point Cooperative Market Bronx, NY 10474",2012,DYCD,10000.0
8757,"Food Bank for New York City, The","Hunts Point Cooperative Market Bronx, NY 10474",2012,DYCD,5000.0
8758,Food Bank for New York City,,2012,HRA,800000.0
8759,Food Bank for New York City,,2012,HRA,100000.0
8760,"Food Bank for New York City, The","Hunts Point Cooperative Market Bronx, NY 10474",2012,DYCD,2000.0
8761,"Food Bank for New York City, The","Hunts Point Cooperative Market Bronx, NY 10474",2012,HRA,150000.0
8762,"Food Bank for New York City, The","39 Broadway New York, NY 10006",2013,DYCD,10000.0
8763,"Food Bank for New York City, The","39 Broadway New York, NY 10006",2013,DYCD,2000.0
8764,"Food Bank for New York City, The",,2013,HRA,150000.0
8765,"Food Bank for New York City, The",,2013,HRA,800000.0
8766,"Food Bank for New York City, The",,2013,HRA,100000.0
8767,"Food Bank for New York City, The",,2013,HRA,500000.0
8768,Literacy Assistance Center,"32 Broadway New York, NY 10004",2011,DYCD,35000.0
8769,"Theatre International, Inc. ","1225 Boston Road, Suite 19 Bronx, NY 10456",2011,DYCD,15000.0
8770,"Theatre International, Inc. ","1225 BOSTON ROAD BRONx, NY 10456-3612",2012,DYCD,13500.0
8771,"Theatre International, Inc. ","1225 Boston Road Suite 19 Bronx, NY 10456-3612",2013,DYCD,13714.0
8772,Sinergia,"3300 Coney Island Avenue Brooklyn, NY 11235",2010,DOHMH,47600.0
8773,Sinergia,"134 West 29th Street New York, NY 10001",2011,DOHMH,35700.0
8774,Sinergia,"134 West 29th Street New York, NY 10001",2012,DOHMH,35700.0
8775,Woodycrest Center for Human Development,"153 W 165th Street Bronx, NY 10452",2010,DYCD,20000.0
8776,"Woodycrest Center for Human Development, Inc.","153 West 165th Street Bronx, NY 10452",2011,DYCD,13000.0
8777,"Woodycrest Center for Human Development, Inc.","153 West 165th Street Bronx, NY 10452",2011,DYCD,20000.0
8778,Woodycrest Center for Human Development,"153 West 165th Street Bronx, NY 10452",2012,DCA,20000.0
8779,"Woodycrest Center for Human Development, Inc.","153 West 165th Street Bronx, NY 10452",2012,DYCD,4500.0
8780,"Woodycrest Center for Human Development, Inc.","153 West 165th Street Bronx, NY 10452",2012,DYCD,10500.0
8781,"Woodycrest Center for Human Development, Inc.","153 West 165th Street Bronx, NY 10452",2013,DYCD,14000.0
8782,"Alzheimer's Foundation of Staten Island, Inc.","SI, NY 10310",2012,DFTA,10000.0
8783,"Alzheimer's Foundation of Staten Island, Inc.","789 Post Avenue Staten Island, NY 10310",2012,DFTA,5000.0
8784,"Alzheimer's Foundation of Staten Island, Inc.","789 Post Avenue Staten Island, NY 10310",2011,DFTA,7750.0
8785,"Alzheimer's Foundation of Staten Island, Inc.","789 Post Avenue Staten Island, NY 10310",2011,DFTA,10000.0
8786,"Alzheimer's Foundation of Staten Island, Inc.","789 Post Avenue Staten Island, NY 10310",2011,DFTA,10000.0
8787,"Alzheimer's Foundation of Staten Island, Inc.","789 Post Ave Staten Island, NY 10310",2013,DFTA,4000.0
8788,"Alzheimer's Foundation of Staten Island, Inc.","789 Post Ave Staten Island, NY 10310",2013,DFTA,10000.0
8789,"Alzheimer's Foundation of Staten Island, Inc.","789 Post Ave Staten Island, NY 10310",2013,DFTA,5000.0
8790,"National Association on Drug Abuse Problems, Inc.","355 Lexington Avenue, 2nd Floor New York, NY 10017",2010,DOHMH,40000.0
8791,"National Association on Drug Abuse Problems, Inc.","355 Lexington Avenue, 2nd Floor New York, NY 10017",2011,DOHMH,40000.0
8792,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,3500.0
8793,Asian Americans for Equality,,2012,HPD,50000.0
8794,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2010,DYCD,25000.0
8795,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2011,DYCD,12857.0
8796,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2011,DYCD,50000.0
8797,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2011,DYCD,30952.38
8798,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2011,HPD,60000.0
8799,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2011,DYCD,23137.5
8800,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2011,DSBS,100000.0
8801,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002-3313",2012,DYCD,6000.0
8802,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2012,DYCD,10000.0
8803,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002-3313",2012,DYCD,4000.0
8804,Asian Americans for Equality,"108 Norfolk New York, NY 10002",2012,DYCD,3500.0
8805,Asian Americans for Equality,"108 Norfolk New York, NY 10002",2012,DYCD,50000.0
8806,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2012,DYCD,3500.0
8807,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2012,DYCD,5000.0
8808,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2012,DYCD,4000.0
8809,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2012,DYCD,3500.0
8810,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002 ",2012,HPD,10000.0
8811,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2012,DSBS,85500.0
8812,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2012,DYCD,30000.0
8813,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2012,DYCD,23138.0
8814,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DSBS,3500.0
8815,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,8000.0
8816,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,5000.0
8817,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,4000.0
8818,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,3500.0
8819,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,5000.0
8820,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,10000.0
8821,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,3500.0
8822,Asian Americans for Equality,"108 Norfolk St New York, NY 10002 ",2013,DYCD,10000.0
8823,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,7000.0
8824,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,DYCD,50000.0
8825,Asian Americans for Equality,"108 Norfolk Street New York, NY 10002",2013,HPD,50000.0
8826,Curtis High School,"105 Hamilton Avenue Staten Island, NY 10301",2009,DOE,20000.0
8827,Curtis High School,"105 Hamilton Avenue Staten Island, NY 10301",2009,DYCD,2500.0
8828,Curtis High School,"105 Hamilton Avenue Staten Island, NY 10301",2009,DYCD,5000.0
8829,Curtis High School,"105 Hamilton Avenue Staten Island, NY 10301",2011,DYCD,5000.0
8830,Our Lady of Mount Carmel Society of Rosebank,"256 Saint Mary's Avenue Staten Island, NY 10305",2011,DYCD,4000.0
8831,Our Lady of Mount Carmel Society of Rosebank,"256 St Marys Avenue Staten Island, NY 10305",2012,DYCD,4000.0
8832,Our Lady of Mount Carmel Society of Rosebank,"256 St Marys Avenue Staten Island, NY 10305",2013,DYCD,4000.0
8833,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8834,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8835,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8836,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8837,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8838,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8839,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8840,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8841,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8842,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8843,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8844,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8845,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8846,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8847,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8848,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8849,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8850,"Midtown Management Group, Inc., The","630 9th Avenue, #502 New York, NY 10036",2010,DCA,20000.0
8851,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,5000.0
8852,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,5000.0
8853,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,5000.0
8854,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,5000.0
8855,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,5000.0
8856,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,5000.0
8857,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,5000.0
8858,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DYCD,9000.0
8859,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,25000.0
8860,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8861,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8862,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8863,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8864,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8865,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8866,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8867,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8868,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8869,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8870,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8871,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8872,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8873,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8874,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8875,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8876,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8877,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8878,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8879,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8880,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
8881,"Midtown Management Group, Inc., The","630 Ninth Avenue, Suite 802 New York, NY 10036",2011,DCA,20000.0
